fragment,last_run_strategy
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageReader-L470_L492,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageWriter-L679_L684,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPMetadata-L1006_L1027,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPMetadata-L952_L960,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageReader-L427_L436,smackRV
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageReader-L463_L475,jdart
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter-L443_L454,smackEvo
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L312_L319,smackEvo
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L451_L464,smackEvo
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L537_L545,smackRV
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFDecompressor-L1143_L1152,smackEvo
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageMetadata-L888_L905,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter-L1762_L1767,kex
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter-L745_L750,kex
jano7-executor-afa9dd02560c69e26f4addcd5b68500c5e95241b-KeySequentialBoundedExecutorTest-L113_L117,smackEvo
JeffLi1993-java-core-learning-example-09f71b5606eeec1c65afafa4b3c7eddcc4a96732-CountDownLatchT-L26_L34,kex
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-TieredUpdateSitesGenerator-L108_L113,smackEvo
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-DubboInvoker-L56_L60,kex
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-FastjsonSerializer-L269_L270,smackEvo
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-NettyServerHandler-L104_L111,kex
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient-L220_L225,kex
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient-L337_L338,smackEvo
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-SelectPlan-L292_L298,smackRV
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-LettuceExtension-L220_L228,kex
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisChannelHandler-L183_L190,smackRV
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient-L1016_L1024,smackRV
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient-L997_L1004,kex
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisURI-L926_L930,smackRV
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl-L189_L191,kex
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl-L220_L225,kex
loehndorf-scengen-5e11067f76f5631a31b75f823cd3666a769b098f-Generator-L186_L195,kex
logpresso-CVE-2021-44228-Scanner-35c37dd6941d6b77d103229302cadd473b97a816-Configuration-L348_L364,jdart
lzgabel-camunda-cloud-bpmn-converter-5a301723aa17c90a090c235f91d5491a1f7c249f-IntermediateCatchEventProcessor-L48_L61,kex
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapCanvas-L5412_L5414,smackEvo
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapForms-L1022_L1049,smackRV
mangstadt-biweekly-5baf97e7f64d1daf0c4f6277b3600021be28303e-RecurrenceIteratorFactory-L232_L233,smackEvo
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller2-L26_L34,kex
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller4-L26_L33,kex
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker-L408_L417,kex
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker-L430_L442,smackEvo
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarCompileMojo-L352_L362,smackRV
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo-L708_L718,kex
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo-L952_L955,smackEvo
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L118_L138,smackRV
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L1699_L1708,kex
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L1710_L1725,kex
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L238_L255,smackRV
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L3109_L3123,kex
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L4177_L4190,kex
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L161_L168,smackRV
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L415_L417,kex
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Codec-L269_L281,jdart
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-snd_world-L1522_L1526,kex
cacfd3a-java-nfa-646a76c291253614abc5708107dee7b4387ca784-NFA-L101_L103,kex
cellsrg-tabbypdf-def8bb08e7733a9b87e593cb5363ef82581628c1-PdfDataExtractor-L101_L106,kex
cellsrg-tabbypdf-def8bb08e7733a9b87e593cb5363ef82581628c1-TableRegionDetector-L254_L257,kex
codelibs-jcifs-c9ad4eeaf763ad764cb485c4149a0b236eaa7d3e-SmbSessionImpl-L898_L902,kex
codelibs-jcifs-c9ad4eeaf763ad764cb485c4149a0b236eaa7d3e-SmbSessionImpl-L949_L955,kex
dakusui-jcunit-5e081ae71f7e1ab8326aed77612a97c983c9dc06-IpoGplus-L201_L201,smackEvo
dakusui-jcunit-5e081ae71f7e1ab8326aed77612a97c983c9dc06-Joiner-L322_L327,kex
delthas-JavaMP3-8b42e48a549813b43c99db9fef525286c888a082-Decoder-L648_L660,smackRV
graphstream-gs-core-950b87280075f92a85b564b47ce6522ced5ba53a-GraphDiff-L203_L210,kex
graphstream-gs-core-950b87280075f92a85b564b47ce6522ced5ba53a-GraphDiff-L214_L215,kex
HelixNetwork-pendulum-919ae1df7ca4359aad6b9a4575beb9d3ca4de8ef-RocksDBPersistenceProvider-L295_L302,kex
inversoft-restify-8522579dded221db5c3822274ecd11a2b6426082-FormDataBodyHandler-L156_L162,kex
iris-edu-stationxml-seed-converter-7526c0b8fd214af02a767142d97638e7bc129dd9-SeedToXmlDocumentConverter-L129_L135,
JoonasVali-jartin-d54d145b05666c9e5661fd27ab4c128eb05f1c9f-Stamp-L67_L71,kex
redis-lettuce-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl-L203_L214,kex
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L69_L78,kex
mjsalerno-UnoBot-4ee2ef9abe11a299a434f9ea998b6dddd8a4b0aa-UnoBot-L576_L587,smackRV
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-CalcFileWriter-L608_L620,kex
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-ExcelFileWriter-L483_L495,kex
monkeymq-jgossip-4bfc8e791381f70d62ea4ad6d8ae952da840dd0d-UDPMsgService-L97_L101,kex
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1212_L1220,kex
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1833_L1842,kex
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1991_L1996,kex
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-PKCS8Key-L659_L695,kex
Neop-mudmap2-070650853bc37663525f0d62fb54a029e364eafd-WorldFileJSON-L347_L362,kex
nothingax-micro-DB-1bbae368f7670f94130606fa65bcbc8ccbb89b98-Aggregate-L74_L81,kex
OpenLiberty-ci.common-b48d061d33b28b6dd5d48f52f25e032e3fc45614-DevUtil-L4311_L4320,smackRV
openskynetwork-java-adsb-7d73726841d98357da360ea631bbe12d3def86cc-ModeSDecoder-L146_L152,smackRV
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer-L342_L350,kex
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer-L353_L362,jdart
package-url-packageurl-java-47351deccffb9394df42b913f59ffc00741af0b6-PackageURL-L419_L422,kex
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerKnownPosition-L88_L102,
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPool-L77_L91,
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPrintSeeds-L97_L111,
peterbencze-serritor-158939359c0b0608686afd34bba582c9157dd362-WebDriverFactory-L96_L104,kex
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas-L767_L774,kex
pfmiles-min-velocity-4e8ec4f64681c1d6941bf8d90a51849e87b86cf5-ParserTokenManager-L4456_L4460,kex
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector-L418_L424,kex
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector-L453_L463,kex
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener-L40_L45,kex
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener-L54_L59,smackEvo
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-Network-L376_L383,kex
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-ExpressionParser-L173_L189,kex
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-CmdAddGroupBy-L26_L28,smackEvo
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-LogBuilder-L656_L663,kex
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-LogBuilder-L667_L673,kex
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time-L1019_L1024,smackEvo
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time-L1026_L1031,smackEvo
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time-L1033_L1038,smackEvo
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time-L600_L610,kex
rythmengine-rythmengine-3439bd728c8e95927cea9146b5d6b59a30c3c516-Time-L972_L998,jdoop
Sayi-swagger-diff-e6abc1483ec90859aeba9d9ad4e7fd0368352d47-ModelDiff-L130_L133,smackEvo
sbesada-java.math.expression.parser-cc92f58f6074b21cf6f5d4056b7f7cc5168f50af-ComplexFunction-L102_L107,kex
sbesada-java.math.numerical.library-a2f18eda6de69c937183771d3b1f268e606a8871-FunctionX-L321_L326,kex
sbesada-java.math.numerical.library-a2f18eda6de69c937183771d3b1f268e606a8871-FunctionXs-L414_L425,kex
seansegal-tincisnotcatan-f7d098c51037cb586147c1bbd5b18c2239df7b32-PlaceInitialSettlement-L90_L97,smackEvo
smola-galimatias-0771a10ef5021181fc172b95ac39e9f4c7ada2e8-URLParser-L472_L479,smackEvo
sorra-TraceSonar-53ece361e0e14027d803ecbeb9f3fea76f7176ff-Traceback-L49_L55,smackEvo
SpringStudent-GyJdbc-0ca78eb623487f137d94eb719a94464d2d0cbbe8-SQL-L108_L114,kex
spullara-java-future-jdk8-5925719802af19ccc6602651fc243b2ff3726b4b-CompletableFutureTest-L356_L364,smackEvo
sranka-jdbcimage-4b16de3a349a30e5d69633a0fea6e08d486392b9-MainToolBase-L387_L390,kex
sranka-jdbcimage-4b16de3a349a30e5d69633a0fea6e08d486392b9-MultiTableConcurrentImport-L39_L44,kex
StarlangSoftware-Corpus-c0b50a746e5179df1b236273bcf1ec6d1cc988c7-SentenceSplitter-L319_L362,kex
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmMorphologicalAnalyzer-L419_L434,kex
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmMorphologicalAnalyzer-L494_L502,kex
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmParse-L615_L623,smackEvo
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-FsmParse-L631_L637,smackEvo
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-Transition-L317_L330,kex
StarlangSoftware-TurkishMorphologicalDisambiguation-bf8dbc2cd835c67178eb896939ad1009b6743486-AutoDisambiguator-L275_L281,kex
StaticBeagle-ETK4J-393c622d01b9abfcead5c9c0973b4557173502e2-Bessel-L297_L300,kex
StaticBeagle-ETK4J-393c622d01b9abfcead5c9c0973b4557173502e2-EigenvalueDecomposition-L520_L532,smackRV
StaticBeagle-ETK4J-393c622d01b9abfcead5c9c0973b4557173502e2-EigenvalueDecomposition-L570_L576,smackRV
STEMLab-JIneditor-ccca7bec12fe58583d25da0d13ae038b27d34424-CanvasPanel-L401_L417,kex
streamx-co-ExTree-2cb6b78c0eb4dc25fa81f582641b5464779a93fa-ExpressionMethodVisitor-L435_L437,kex
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L564_L564,smackEvo
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L566_L574,smackRV
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L667_L668,smackEvo
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L746_L753,kex
stupid1t-poi-excel-7f1834f1e0fa91bed24591ee43e89d95ec39de98-PoiResult-L80_L88,smackRV
sylvainlaurent-swagger-validator-maven-plugin-980ad67cf33eb53ba27d44738bb8fe3aac3dba01-MimeTypeValidator-L75_L79,smackEvo
Thare-Lam-fast-elasticsearch-query-builder-bc6e2adf8333363929e68f3c8dc459c320101aef-AggregationHelper-L43_L54,smackEvo
TheHolyWaffle-TeamSpeak-3-Java-API-decd7c8bda74246ac9c0f704599cb4c272ba6181-CommandFuture-L792_L796,kex
ThreeTen-threetenbp-bdf97bf72f4e5af7ae3c3af1ea8e3407c1451341-DateTimeFormatterBuilder-L1397_L1403,kex
ThreeTen-threetenbp-bdf97bf72f4e5af7ae3c3af1ea8e3407c1451341-DateTimeFormatterBuilder-L1476_L1485,kex
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L507_L519,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass-L551_L564,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Matcher-L1423_L1427,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1129_L1141,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1146_L1159,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1242_L1246,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1462_L1464,smackEvo
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1474_L1476,smackEvo
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1618_L1626,smackEvo
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1633_L1635,smackEvo
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1650_L1653,smackEvo
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1841_L1850,smackRV
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1895_L1912,kex
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L1975_L2002,kex
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term-L521_L539,kex
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L2611_L2627,smackRV
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L3663_L3671,smackRV
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L4496_L4505,smackRV
tvesalainen-bcc-8bfbb307418a422d57370b2df12fdfb1126f3407-ByteCodeDump-L428_L437,kex
uber-common-jvm-profiler-07ecfce5bbae89cae1415296d4c6eb7cdd7b7dfa-DatadogOutputReporter-L43_L49,smackEvo
unitsofmeasurement-unit-ri-d412fc0b790d7c050dcfb2cba24a4316ece24b5c-DecimalFormat-L1895_L1900,kex
unitsofmeasurement-unit-ri-d412fc0b790d7c050dcfb2cba24a4316ece24b5c-DecimalFormat-L1927_L1931,kex
unitsofmeasurement-unit-ri-d412fc0b790d7c050dcfb2cba24a4316ece24b5c-DecimalFormat-L1941_L1946,kex
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Evidence-L259_L263,smackEvo
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Evidence-L267_L267,smackEvo
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Table-L40_L51,kex
vincentrussell-java-ini-parser-954dd3836aa39dd170202f95e356da1eb86c894d-Ini-L153_L156,smackEvo
vizor-games-infraworld-cornerstone-2f8c792393fd8bbfc09d5bfdd36114230f64aa5c-CastGenerator-L242_L252,kex
vizor-games-infraworld-cornerstone-2f8c792393fd8bbfc09d5bfdd36114230f64aa5c-NestedTypesRemover-L117_L128,smackRV
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-DoubleFormatter-L33_L42,kex
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-LongFormatter-L33_L43,kex
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-KeyMapper-L62_L62,smackEvo
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-MetaDataParser-L126_L134,smackRV
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-Validator-L154_L160,kex
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-ProblemDataHandler-L176_L181,kex
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-ProblemDataHandler-L186_L192,kex
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser-L331_L339,kex
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordTokenizer-L139_L141,smackEvo
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordTokenizer-L148_L150,smackEvo
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryFactory-L211_L220,kex
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-DictionaryTools-L101_L113,kex
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-PureEnglish-L82_L88,kex
yuch7-cwlexec-08b3e8ac1017f5a43d4d33699d1c9d4cb32a89e1-IOUtil-L469_L475,kex
Zettelkasten-Team-Zettelkasten-b68dc7638b9f9287c9528d4171a9014e8ba3eed3-ImportFromZkn-L621_L638,kex
Zettelkasten-Team-Zettelkasten-b68dc7638b9f9287c9528d4171a9014e8ba3eed3-ImportFromZkn-L771_L806,kex
LHNCBC-metamaplite-3eac19c131c1c24c16a8e279d171c3747bd1fc76-MetaMapLite-L1588_L1607,
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L270_L317,smackRV
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SimpleTaggerWithConstraints-L439_L445,kex
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-Vectors2Classify-L268_L274,smackRV
msemys-esjc-2953c0bbdb6192502a786f47873aed8ab0ef9c93-EventStoreTcp-L867_L868,kex
msemys-esjc-2953c0bbdb6192502a786f47873aed8ab0ef9c93-IdentificationHandler-L91_L92,smackEvo
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-MathProcessor-L350_L364,kex
pmlopes-aws-lambda-native-vertx-46ebe9755ea5c0f8473db95e21dc7d0c556ad230-LambdaBootstrap-L119_L127,kex
remondis-it-pact-consumer-builder-4350f58d646d7aade31dc1caed7fb380b9cd143e-ConsumerBuilderImpl-L241_L242,smackEvo
streamx-co-ExTree-2cb6b78c0eb4dc25fa81f582641b5464779a93fa-Interpreter-L383_L420,kex
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L809_L811,smackEvo
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter-L815_L820,kex
SvenEwald-xmlbeam-84a2a91c216622c611a948d88792c846b532aa0a-ExpressionTypeEvaluationVisitor-L136_L152,kex
swtcpro-jingtum-lib-java-793e75b9d350ae7385551191bf0b75b307d05354-Remote-L537_L545,kex
toolbox4minecraft-amidst-86ffd6004a3ab2a88b9325de420a596665f0df75-FragmentQueueProcessor-L69_L75,smackRV
vert-x3-vertx-docgen-ec8245f872ba95ca8fdf967edba001fd841cdc35-BaseProcessor-L169_L172,kex
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-DataFrame-L1780_L1782,kex
walmartlabs-gozer-694f2cd0e3341dd2d4eaf61467ef9f91881ddb4d-X12TransactionSplitter-L234_L234,kex
yinlou-mltk-f50c42986fdd016e7da38d5e381ed24d8fe87e41-Visualizer-L123_L139,kex