project,EXTs_time_all,EXTs_time_success,CONs_time_all,CONs_time_success,EXTr_time_all,EXTr_time_success,CONc_time_all,CONc_time_success,CONrc_time_all,CONrc_time_success,INd_time_all,INd_time_success,INs_time_all,INs_time_success,INr_time_all,INr_time_success
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisher-L174_L178,189764,190271,325642,326144,109571,0,43095,0,255806,0,342488,342780,183736,0,109063,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-AsyncSsePublisherTest-L102_L105,195463,195971,209602,210101,119792,120282,45480,0,1154801,0,144334,0,181779,0,166402,166670
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http1Response-L62_L66,196549,197046,220289,220776,110393,0,44369,0,278459,0,144952,0,213429,0,50206,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http2Connection-L355_L359,189860,190330,86498,87002,119661,120165,49513,0,627699,0,145238,0,190657,0,50149,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-NettyResponseAdaptor-L153_L157,205155,205651,221857,222344,109724,0,43960,0,168916,0,1849158,0,246439,0,49809,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RateLimiterImpl-L42_L45,195934,196418,278293,278804,120674,121160,43936,0,146991,0,154136,154407,185156,0,49855,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L147_L152,188825,189328,220445,220946,117628,118101,49196,0,1153833,1154344,142977,0,195148,0,49203,0
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-RequestBodyReader-L71_L76,191670,192163,226055,226547,118337,118813,43807,0,358526,0,1879211,1879483,214726,214993,50035,0
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductFilterInput-L1411_L1416,217346,217854,234275,234780,823275,823776,52094,0,1287102,1287695,59632,0,2068109,0,110932,0
adobe-commerce-cif-magento-graphql-0bc22bb767a8270f94ee04d85ab2571569a146a1-ProductSortInput-L1270_L1275,218496,219002,241699,242202,833330,833836,52181,0,1274063,1274565,59282,0,2129790,0,110143,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-BmpImage-L401_L415,402517,403037,91778,92272,198437,198964,61483,66921,1012844,1013396,65219,65490,187897,0,110838,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-HTMLWorker-L285_L290,215077,215592,200644,201132,121373,121901,46452,0,492242,0,54408,0,235459,0,107815,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-PushbuttonField-L476_L492,378256,378793,112240,112760,201915,202444,59339,64745,1006316,1006911,55195,0,253095,0,109362,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SAXiTextHandler-L460_L474,253756,254269,248494,248983,116261,116794,46380,0,491085,0,55369,0,2042911,2043202,106689,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SimpleXMLParser-L377_L383,248994,249484,112061,112556,115253,115743,46220,0,1054137,1054641,54700,0,206163,0,103209,0
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-TiffImage-L494_L502,231108,231604,206304,206806,122129,122678,48120,0,1025865,1026396,64171,64447,189931,0,106747,0
alfasoftware-soapstone-480e00c3384796efb1b2e69ba611d0234f6af333-WebServiceInvoker-L99_L103,188586,189090,318968,319597,102926,0,42935,0,1065071,0,52439,0,190040,0,45090,0
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1023_L1033,247630,248138,219361,219936,532709,533223,47425,0,985834,0,58200,0,224511,224805,108691,0
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1041_L1047,209085,209601,262125,262631,530706,531218,46775,0,958294,0,57832,0,220974,221255,108546,0
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-DataType-L1056_L1066,255453,256065,226251,226736,537899,538495,46820,0,1028731,0,57873,0,224387,224673,108466,0
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L133_L140,196047,196552,176938,177509,111758,112267,41916,0,512996,0,55662,0,176180,0,109557,0
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager-L182_L185,180883,181400,78112,78695,110307,110788,41127,0,999103,0,55203,0,174874,0,109793,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L223_L227,177501,0,187674,0,106720,0,41104,0,1166757,0,98449,98717,204089,0,106086,0
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule-L532_L533,185766,186258,76502,77009,106437,0,40776,0,1167993,1168510,88388,0,203071,0,105348,0
apache-commons-compress-ca1052f1347e301b46b1224d6b92198699663763-ParallelScatterZipCreatorTest-L325_L329,121155,0,112024,112606,141643,142260,68891,0,665549,0,174535,174806,246200,0,1535676,1535978
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser-L391_L407,215722,216245,175996,176511,112538,0,53195,0,1126322,1126860,105113,105376,155479,0,118411,0
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1114_L1114,174301,174821,68624,69109,121707,122215,44924,48428,1055314,1055820,40697,0,222419,0,103699,0
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1404_L1404,174681,175184,69066,69561,121584,122090,44946,48452,1059055,1059582,40688,0,224607,0,103927,0
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L1795_L1797,172520,173068,71857,72337,130752,131279,38112,0,1082966,1083509,40655,0,201060,0,104317,0
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L725_L728,175417,175924,69837,70328,106794,107277,44909,48578,1019978,1020495,41069,0,209715,0,103547,0
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input-L899_L902,175294,175785,68328,68813,106110,106601,44846,48420,1029400,1029922,62302,62589,223329,0,104016,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L194_L201,189452,190040,140144,140673,159194,159745,44037,0,114677,0,62756,0,128600,0,115829,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L224_L228,105543,0,147748,148239,118997,119556,44050,0,115112,0,56619,0,113697,0,108224,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L260_L268,189632,190136,93700,94194,118649,119173,49656,0,114035,0,62957,0,111427,0,114735,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L274_L284,192958,193535,209501,210018,416645,417179,44632,0,114319,0,56653,0,131203,0,109511,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L303_L305,193627,194146,210869,211379,129185,129708,46075,0,117418,0,59117,0,111924,0,110754,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L492_L496,191897,192408,208931,209522,120835,121335,46201,0,120781,0,69804,0,103082,0,116022,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImageEncoder-L448_L454,183394,183897,76435,76936,182567,183055,40999,0,1039028,1039557,51088,0,214950,215240,101979,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L1181_L1193,223539,224059,233803,234306,245813,246311,873481,0,1075532,1076045,50602,0,177639,0,99821,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L216_L231,188150,188647,121427,121922,107991,108523,40092,0,1049552,1050049,50462,0,178637,0,101683,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L931_L943,222270,222775,208488,209007,274571,275070,41021,0,1052393,1052907,52642,0,181310,0,101378,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage-L954_L966,217863,218358,210274,210776,246033,246520,40995,0,1002394,1002918,56271,0,179288,0,104818,0
ATLANTBH-owl-f808feae5b021ce37e7a937ab03bf3327be386ad-ServicesUtils-L47_L51,171954,172450,186995,187506,708484,708982,32190,0,979540,980097,42915,0,181769,182039,111931,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L148_L149,183674,184178,71763,72278,124228,124737,47886,52249,978584,0,153939,154201,184280,184556,43384,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L249_L255,184164,184675,187480,187965,126012,126506,51750,56133,909044,0,136989,137269,172506,0,40506,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems-L407_L417,193397,193898,83388,83913,110021,110514,40785,0,921104,0,135669,135947,179616,179908,41044,0
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L371_L383,538026,538512,286455,287005,516545,517045,40765,0,1248559,0,47886,0,258477,0,103474,0
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent-L408_L426,494631,495148,251693,252192,510002,510498,41591,0,1248665,0,48058,0,256668,0,104525,0
Azure-azure-functions-java-worker-c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41-BindingDataStore-L104_L104,197482,198005,219928,220424,106489,0,41990,0,688798,0,56338,0,199339,0,106773,0
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-ProxyClient-L246_L254,173747,174279,173194,0,102992,103483,30280,0,983500,984013,36016,0,204853,0,97057,0
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-Proxy-L346_L349,172530,173082,80950,0,100619,101122,31583,0,924169,924673,36949,0,206976,0,103387,0
ben-xo-cdjscrobbler-921fe5394227f1f602174b7c8935697904128d53-UpdateListener-L99_L109,170618,171140,376641,377146,119486,120002,29775,0,311995,0,35282,0,168190,0,96856,0
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-PlainJsonDocMappersImpl-L103_L108,171772,172260,282031,282575,119507,120022,35450,0,103137,0,37631,0,169766,0,94535,0
bkatwal-kafka-solr-sink-connector-f0d022607f3d5419053bfb0c87a710fb37e00896-SolrServiceImpl-L139_L144,173725,174210,438072,438557,119779,120271,35506,0,98400,0,37662,0,164076,0,94822,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L542_L546,265574,266063,210386,210874,297556,298053,49725,0,655986,0,77312,0,201645,0,126160,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-AASReach-L575_L587,516432,516930,203561,204049,492500,492991,50562,0,656210,0,67053,0,192242,0,114146,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-EditWindow-L287_L300,52280,0,219845,220340,372916,373399,70388,78286,656102,0,67623,0,60158,0,113503,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Model_lwo-L2980_L2997,389392,389920,248321,248846,171388,171897,211896,220102,660986,0,71936,0,65764,0,141718,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1286_L1294,577258,577741,239148,239655,138545,139042,60772,0,658216,0,74633,0,350538,0,121281,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Simd_Generic-L1308_L1316,819867,820376,226743,227235,139498,140042,62707,0,661158,0,77967,0,320962,0,124405,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1599_L1604,454715,455220,105941,106435,376966,377471,76731,84928,658566,0,69359,0,63927,0,115654,0
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window-L1660_L1666,358139,358644,101583,102087,160966,161458,76596,84682,658647,0,69638,0,63983,0,115206,0
Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XI5250CrtFrame-L158_L165,173637,174123,70066,70547,103433,103914,36030,0,634011,0,83144,0,167408,0,94858,0
bruceran-krpc-33c83d78574a472e3cbfc75afa87ec57253cc90c-Bootstrap-L598_L604,244197,244834,223124,223678,150887,151389,44064,0,643204,0,56844,0,526792,527061,107334,0
casbin-jcasbin-eb7f93118e4f6d93e44cd779ce17a2f5f2d81387-Model-L332_L336,183042,183597,188111,188606,139353,139828,38033,0,166958,0,67244,67517,182595,0,109451,0
cellsrg-tabbypdf-def8bb08e7733a9b87e593cb5363ef82581628c1-TableRegionDetector-L92_L95,176141,176615,185070,185574,125294,125779,33669,0,1027603,1028100,46743,0,197388,197674,101480,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-CCSecurity-L101_L113,206803,207304,227262,227767,126741,127269,50858,0,1270836,1271367,67442,0,199021,0,122848,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-SecurityConfigItemValidator-L37_L40,206155,206667,108970,109487,694166,694668,57305,0,1261548,0,66903,0,65921,0,117278,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-SecurityConfigItemValidator-L49_L52,216783,217328,109380,109910,668115,668653,58340,0,498645,0,67705,0,66645,0,118105,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L131_L138,208502,209018,220220,220791,180129,180618,45311,0,1256195,0,56460,0,186330,0,108010,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L186_L196,200592,201086,221655,222167,181154,181648,45249,0,1256364,0,57262,0,186648,0,109065,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L225_L229,203854,204363,110609,111102,599871,600392,44600,0,1255668,0,55881,0,185213,0,109063,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L253_L257,211822,212317,112101,112611,615918,616440,46045,0,1257273,0,57401,0,186495,0,109877,0
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-ZkClusterService-L287_L294,204975,205483,221113,221598,179502,179993,45123,0,1255993,0,56668,0,186671,0,108749,0
codeine-cd-codeine-355463b17c671925bc8bd3951dabb98a150dfe36-HealthServlet-L32_L37,185374,185883,193364,193879,107495,108061,36804,0,711808,712325,45089,0,172557,0,102236,0
darmiel-eeee-f4114a3bf831ae88f6cca606f4d0f93ac09cc210-EntryMethod-L58_L63,167885,168391,84496,85001,100064,100595,35221,0,120877,0,39465,0,164747,0,96049,0
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-SparqlResultsParser-L68_L75,188407,188915,158024,158525,183281,183767,40431,0,1158334,0,64080,64329,177489,0,46554,0
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-SparqlResultsParser-L70_L72,187598,188126,282004,282648,629441,629927,41213,0,1198471,0,83720,83982,177325,0,46836,0
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapCanvas-L1732_L1734,194199,194685,180786,0,161659,162155,38796,0,640236,0,46569,0,164544,0,42139,0
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-regionName-L11_L23,202981,203497,92155,92692,109353,109867,39662,0,1261804,1262318,35973,0,95623,0,94874,0
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-timeZone-L33_L81,201237,201746,80320,80837,102967,103456,35381,0,1253571,1254078,37773,0,251902,252192,94605,0
messai-engineering-Yuga-40b006970e6e9a1eb5fc13e739f22232c683a965-Yuga-L239_L245,181649,182191,187105,187621,118809,119294,33254,0,625825,0,47079,47357,209887,210159,103178,103463
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-AbstractParser-L324_L329,210477,211070,234110,234632,236027,236528,48060,0,118936,0,1865515,1865873,2077023,2077310,111603,0
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas-L122_L125,188822,189433,190453,191002,136616,137129,36671,0,237763,0,106171,106475,243771,0,40031,0
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-Parser-L611_L613,175711,176280,162840,163329,151411,151897,40558,0,919159,0,44197,0,260077,0,103880,0
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Lexer-L1628_L1633,883783,884350,107209,107750,161008,161523,80856,87937,655485,0,61541,0,258413,258697,111540,0
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser-L1146_L1155,146621,0,234452,234979,167174,167690,49375,0,653258,0,62343,0,140304,0,111309,0
davidmoten-aws-maven-plugin-e027d61b07cdc0e8b915217f1f6aca9b0f41011d-BeanstalkRemovePortsMojo-L103_L108,177407,177901,117829,118333,105736,106271,35828,0,670301,670811,42546,0,226130,0,103405,0
delthas-JavaMP3-8b42e48a549813b43c99db9fef525286c888a082-Decoder-L711_L714,169952,170449,158430,158924,840368,840889,33709,0,1203779,1204297,54042,54308,199138,0,33587,0
demidenko05-beigesoft-accounting-0170596e736d3cc69f70c88ced3b9d78f63ddca1-InvoiceReportPdf-L142_L148,190969,191466,79554,80060,1683349,1683852,35637,0,637995,0,44131,0,45708,0,103982,0
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcRefreshItemsInList-L776_L783,179478,179968,179229,179750,997331,997833,33464,0,635540,0,41133,0,52000,0,102854,0
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcRefreshItemsInList-L798_L821,165239,0,77932,78487,97590,0,34178,0,635970,0,40596,0,41936,0,102712,0
dingjs-javaagent-aa1cea60d0042f58977fb5d42c16afca92ad589d-Executor-L282_L293,210540,211118,284548,285053,149044,149535,39324,0,1045820,1046327,42404,0,188928,0,97434,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LookupSession-L302_L306,226725,227232,515757,516240,127769,0,68983,0,669158,0,118563,118821,269685,269974,133641,0
domclick-kafka-logback-91d21ace796dd29ef953b86fcd7ebe55f43ca58d-KafkaAppender-L95_L104,173424,173911,175737,176226,100156,100638,33930,0,1240148,0,41958,42230,180823,181078,97777,0
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L461_L466,171002,171501,177337,177866,117496,118000,51444,55197,825251,825771,39497,0,193083,193355,37113,0
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L468_L473,170205,170731,183660,184160,117168,117676,50216,54123,861163,861664,39355,0,182179,182445,36446,0
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L523_L532,171768,172260,183677,184182,105243,105750,37210,0,882159,882683,38993,0,186120,186421,37082,0
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA-L828_L839,178367,178854,759978,760479,115802,116306,37414,0,929759,930282,39723,0,184892,185155,37139,0
errai-errai-d2edc4632373096f8d81c93f18cd874fa5501b90-JsTypeAntiInliningExtension-L94_L95,168306,0,168299,0,224631,0,167470,0,227183,0,230111,0,225438,0,226120,0
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-ScalarAnalysis-L154_L163,174309,174823,68461,68965,104054,104586,37644,0,1243447,1243974,45700,45987,174156,174428,37621,0
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-ScalarAnalysis-L88_L99,179390,179897,71153,71643,104032,104562,43277,46524,1254520,1255021,59367,59639,184214,184481,36728,0
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader-L350_L359,203175,203681,367446,367963,125931,126410,37926,0,1144145,1144655,47374,47633,173962,0,98605,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L395_L406,189079,189623,76068,76578,121003,121500,37398,0,992622,993235,40382,0,221851,222150,113952,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L431_L442,190187,190734,74927,75452,119544,120120,36953,0,927369,927896,39868,0,219309,219593,112608,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L460_L471,194101,194631,76283,76783,121129,121706,37723,0,902974,903493,41030,0,219464,219751,113418,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L497_L508,190211,190722,75001,75569,119558,120115,36945,0,927274,927823,47650,47997,220826,221099,113566,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L592_L607,195031,195603,223401,223905,107849,108346,37572,0,978181,978705,40777,0,224413,224771,113251,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L631_L642,188124,188696,198708,199219,107815,108300,37364,0,958109,958694,40360,0,219753,220040,113682,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L660_L671,187564,188081,198312,198974,107867,108372,37336,0,989498,990009,41102,0,217519,217790,113581,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-FidelityOptions-L697_L708,187558,188051,198645,199227,107758,108284,37039,0,990360,990887,48530,48907,220389,220652,113664,0
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-TimeOrderedEpochFactory-L415_L416,30137,0,29981,0,30209,0,30054,0,30186,0,80267,80694,199655,199944,118774,119076
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-TimeOrderedEpochFactory-L431_L434,29730,0,29432,0,29943,0,29682,0,29951,0,82312,82591,201169,201471,118061,118352
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AbstractDockerMojo-L496_L499,206958,207475,207158,207676,112159,0,45743,0,250058,0,89821,0,241742,0,106888,0
finmath-finmath-lib-ad5d22e93e335cd88c95f8f2d7ba6336e3947e68-Black76Model-L334_L342,60703,0,72050,0,70906,0,60766,0,666946,0,1537615,0,69360,0,70346,0
finmath-finmath-lib-ad5d22e93e335cd88c95f8f2d7ba6336e3947e68-Black76Model-L351_L360,60013,0,71024,0,69631,0,59782,0,667509,0,1536258,0,69602,0,69587,0
finos-messageml-utils-8dc8971aee55c36fbc2bce55a5e62ef254cc2eb9-BiContext-L101_L104,196146,196704,244820,245308,140033,140565,42919,0,794781,795292,72223,72493,195986,196270,110666,0
fizzed-jne-199d45bd8728807b61356fd1c0f17079b567ed60-JavaHomes-L211_L213,176602,177112,89369,89917,99135,0,35034,0,1170662,1171175,43892,0,172207,0,101927,0
forcedotcom-wsc-df588f1411b855687b9dfb5cfa69026e92ebb34e-MXParser-L1929_L1942,224887,225400,192574,193082,119026,119590,39906,0,1168803,1169338,82527,82873,209241,0,105913,0
forcedotcom-wsc-df588f1411b855687b9dfb5cfa69026e92ebb34e-MXParser-L1964_L1969,185806,186325,192692,193184,130853,131362,48654,52619,1166596,1167111,71447,71712,208310,0,105827,0
fsantiag-sonar-clojure-8935e2291d21d57922006bab2f7fdd82d08e415e-EastwoodIssueParser-L23_L30,168187,168675,148284,148775,100852,101351,34687,0,1202904,1203407,47208,47527,171652,171931,97732,0
gabrie-allaigre-sonar-gitlab-plugin-1a6b20737c0e034fed35f555442fa493c6268e9f-GitLabApiV3Wrapper-L251_L255,181874,182367,197760,198251,115619,116123,38118,0,789979,790518,73217,73662,200442,0,108017,0
gabrie-allaigre-sonar-gitlab-plugin-1a6b20737c0e034fed35f555442fa493c6268e9f-GitLabApiV4Wrapper-L257_L261,181694,182184,195483,195965,115017,115550,37888,0,780992,781525,73604,73870,167174,0,108594,0
george-haddad-cardme-2cdb02c627d103041288bc57f06b9deeb02f194a-VCardEngine-L2345_L2353,191541,192025,190655,191148,121890,122410,42881,0,972415,972923,53681,53950,188776,189049,103338,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L222_L226,172151,172671,88977,89479,386574,387070,32600,0,1136354,1136867,76454,76721,186006,0,113831,0
graphstream-gs-core-950b87280075f92a85b564b47ce6522ced5ba53a-StyleSheetParserTokenManager-L72_L96,293015,294847,88016,89939,161330,163146,62413,68509,536525,0,62679,0,208961,0,113376,0
hageldave-ezFFTW-20d97041dfde6731bbfc02980cf2b581c62161ec-FFTTest-L209_L220,172216,172695,194659,195195,101446,101918,36332,0,672808,0,130715,131000,162220,0,97862,0
Harium-keel-bb6a1cf5104d609399ddf9a803ae60d6caee7a3b-SingularValueDecomposition-L180_L188,207669,208180,189516,190007,259462,260041,39805,0,681450,0,42349,0,347522,347794,693974,694324
