project,EXTs_time_all,EXTs_time_success,CONs_time_all,CONs_time_success,EXTr_time_all,EXTr_time_success,CONc_time_all,CONc_time_success,CONrc_time_all,CONrc_time_success,INd_time_all,INd_time_success,INs_time_all,INs_time_success,INr_time_all,INr_time_success
Harium-keel-bb6a1cf5104d609399ddf9a803ae60d6caee7a3b-SingularValueDecomposition-L243_L256,249733,250234,200705,201222,260641,261183,197426,0,838784,839312,42758,0,195322,195626,264348,264683
HelixNetwork-pendulum-919ae1df7ca4359aad6b9a4575beb9d3ca4de8ef-SnapshotServiceImpl-L142_L142,192542,193081,93668,94178,116354,116861,40507,0,116684,0,76766,0,329888,0,121208,0
hermannpencole-nifi-config-e4a8a251bd01fd4026ac4fe6868791f4496ce882-ConnectionsUpdater-L102_L106,172259,172750,75032,75549,102527,103105,37205,0,805012,805536,52457,0,180386,180672,100439,0
hermannpencole-nifi-config-e4a8a251bd01fd4026ac4fe6868791f4496ce882-ConnectionsUpdater-L111_L115,172084,172607,75504,76001,103317,103794,37054,0,809094,809614,52145,0,182853,183111,100537,0
hermannpencole-nifi-config-e4a8a251bd01fd4026ac4fe6868791f4496ce882-ConnectionsUpdater-L122_L126,171499,172053,74653,75146,102827,103310,36747,0,795928,796516,52106,0,174713,0,99971,0
heroku-heroku-jvm-application-deployer-ffd498f1a94853b30bc0275a6ef495f2ec3a11f7-Main-L110_L117,171229,171717,67790,68274,103435,103957,38423,0,638828,0,38307,0,174320,0,36205,0
hoijui-Jawk-33cfbc2bc14bc9c75fedccbe2963ef26b61543dc-AVM-L563_L584,188113,188634,180585,181132,368025,0,47466,51181,112987,0,41827,0,223704,0,98732,0
hoijui-Jawk-33cfbc2bc14bc9c75fedccbe2963ef26b61543dc-AVM-L849_L862,192159,192724,187592,188106,373538,374044,38734,0,181072,0,48688,0,231539,0,104744,0
hoijui-Jawk-33cfbc2bc14bc9c75fedccbe2963ef26b61543dc-AwkParser-L697_L710,180430,180990,72924,73506,108950,109453,38586,0,244128,0,56146,56412,206471,0,96801,0
hummeling-if97-a508c11bea77ebc39d6bf8c7b21854947e07ca96-Region3-L1201_L1206,172517,173005,95093,95598,135213,135757,36276,0,1129184,1129780,45497,45756,184811,0,36259,0
hummeling-if97-a508c11bea77ebc39d6bf8c7b21854947e07ca96-Region3-L1209_L1216,174591,175096,102714,103236,137435,137930,38271,0,1209618,1210149,57417,57710,224132,224415,40228,0
iamazy-elasticsearch-sql2-05a7743fb2bb70816f8255a7e7b3086374b15d8c-BinaryQueryParser-L29_L35,194282,194791,206318,206810,1041175,1041694,50552,0,651874,0,67317,67579,224325,0,112247,0
iamazy-elasticsearch-sql2-05a7743fb2bb70816f8255a7e7b3086374b15d8c-BinaryQueryParser-L85_L89,188167,188674,257405,257902,114512,115000,44703,0,645803,0,65659,65922,235515,235794,109908,0
iamazy-elasticsearch-sql2-05a7743fb2bb70816f8255a7e7b3086374b15d8c-BinaryQueryParser-L99_L111,199295,199782,206467,206971,117539,118043,49724,0,653096,0,58199,0,220994,0,110999,0
IBlogLab-enhance-gateway-9b175549c6f9228096be92424c712e07686e9e4b-LoggingRecordResource-L169_L174,207919,208427,159590,160099,599752,600334,39623,0,821871,0,51025,0,259096,259374,111023,0
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcFilterCompiler-L144_L154,181526,182052,190431,190996,110686,111163,43024,0,1036843,0,54045,54394,174148,0,45358,0
iotaledger-cliri-1f974cafb1c17d96ae7e0a6856f563dcf3794238-Node-L200_L208,188266,188776,141264,141757,138467,138997,37334,0,119694,0,66049,0,278636,0,111039,0
iotaledger-cliri-1f974cafb1c17d96ae7e0a6856f563dcf3794238-Node-L203_L207,180736,181287,138197,138690,135986,136475,38085,0,115130,0,67228,0,288856,0,111033,0
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleSQLDataTypeTransformUtil-L209_L216,184676,185178,188793,189300,118212,118718,34561,0,286333,0,49937,0,238093,0,104781,0
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleSQLDataTypeTransformUtil-L87_L97,176552,177059,80758,81255,107025,107512,46255,50609,281771,0,56416,56687,245349,245633,105114,0
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform-L110_L119,208123,208635,176742,177236,623869,624365,34835,0,374987,0,50575,50848,241907,242206,107675,0
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform-L117_L117,179307,179811,182078,182563,105949,106447,38807,0,509794,0,50128,50384,232954,0,107796,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FormatUtil-L1091_L1092,202612,203147,98353,98854,123723,124221,46779,0,259738,0,105298,105657,247859,248185,119721,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FormatUtil-L1099_L1102,201823,202353,95723,96220,122800,123301,45897,0,134737,0,92287,92561,252646,252941,119094,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageReader-L470_L492,266521,267021,80143,80645,150035,150607,54794,59491,1129671,1130177,49645,0,182329,0,107873,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageWriter-L679_L684,193833,194347,84725,85397,158172,158710,47685,0,930095,930623,208321,208667,186104,0,118372,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPMetadata-L1006_L1027,239729,240331,195091,195637,167619,168126,57253,61872,967410,967933,48990,0,424997,425284,107389,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPMetadata-L952_L960,192662,193167,194920,195454,1906277,0,42390,0,1025024,1025541,47897,0,216654,216942,107482,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageReader-L427_L436,210821,211381,210729,211270,261249,261854,43720,0,981431,981984,50017,0,183387,0,115290,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageReader-L463_L475,219216,219732,245607,246142,256427,256962,43488,0,1071773,1072300,50686,0,182090,0,114813,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter-L443_L454,208039,208545,78883,79452,164871,165467,42432,0,1030973,1031532,55416,55684,188126,0,114426,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L312_L319,191510,192009,74763,75243,157607,158102,51577,55982,1007308,1007826,37212,0,169319,0,101516,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L451_L464,186619,187119,76767,77270,150737,151259,52185,56611,1030783,1031319,48440,0,174322,0,109388,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage-L537_L545,200529,201029,202504,203005,177845,178364,41917,0,960745,961257,47511,0,174473,0,109331,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFDecompressor-L1143_L1152,211968,212535,77012,77593,1906746,0,43263,0,955523,0,48530,0,229799,230092,101531,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageMetadata-L888_L905,207147,207721,94701,0,120868,121373,43885,0,1049475,1049976,49466,0,294716,294985,100807,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter-L1762_L1767,206226,206739,80909,81443,1908446,0,44101,0,1029059,1029576,49757,0,202162,0,106650,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter-L745_L750,220647,221143,187234,187729,116792,117362,44343,0,1053144,1053657,58947,59216,197036,0,106011,0
jano7-executor-afa9dd02560c69e26f4addcd5b68500c5e95241b-KeySequentialBoundedExecutorTest-L113_L117,173637,174157,612895,613403,102613,103133,37490,0,993925,0,55759,56026,163872,0,1509006,1509307
JeffLi1993-java-core-learning-example-09f71b5606eeec1c65afafa4b3c7eddcc4a96732-CountDownLatchT-L26_L34,190016,190497,63639,0,113800,114286,40301,0,638150,0,42849,0,177197,177468,97727,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-TieredUpdateSitesGenerator-L108_L113,178711,179189,288309,288811,106266,106758,39357,0,637908,0,74746,0,180560,0,102052,0
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-DubboInvoker-L56_L60,180294,180776,184080,0,657384,657884,41103,0,1198475,1199004,45130,0,232448,0,114475,0
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-FastjsonSerializer-L269_L270,178995,179500,71468,0,577076,577609,41619,0,1222326,1222889,45709,0,189838,0,102941,0
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-NettyServerHandler-L104_L111,178012,178512,185269,0,440899,441409,36203,0,1204696,1205215,44902,0,179575,0,112258,0
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient-L220_L225,182958,183476,504136,504650,97631,0,38266,0,107773,0,66333,66699,278451,0,102007,0
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient-L337_L338,175265,175771,141116,141614,98391,0,34684,0,154007,0,61692,0,209705,0,101944,0
jfinal-jfinal-076e76a4941c989d7f535035295aa3d055123131-ProxyGenerator-L100_L110,197820,198313,202885,203396,116562,117046,48844,0,113922,0,59505,0,182692,0,113723,0
jhunters-jprotobuf-0e326bf8704027adc8af182e7cebc0e7a9c38e30-PrecompileTask-L164_L168,40465,0,49941,0,46631,0,40775,0,112069,0,54839,0,45524,0,45550,0
jonatan-kazmierczak-class-visualizer-71015106c3316c02d366af71d9883c909d9ac772-GUIHandler-L35_L45,150399,0,61480,61977,97672,98188,32949,0,630959,0,35123,0,160510,0,93480,0
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPAssignmentField-L56_L59,385031,385538,216496,217033,134484,134978,57076,0,1281807,1282338,91305,0,228281,228573,129760,0
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPProjectField-L52_L55,332242,332764,216948,217469,133041,133555,55349,0,1281874,1282394,87896,0,250712,251012,121426,0
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPResourceField-L55_L58,305633,306143,215926,216455,134090,134614,56900,0,1284701,1285218,89911,0,234811,235087,128234,0
joniles-mpxj-91540932b1db27a525f1ee9e9fb9d878acedfc74-MPPTaskField-L55_L58,311465,311982,216377,216884,134262,134764,55797,0,1278419,1278923,88247,0,248883,249161,122426,0
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-Transcoding-L231_L245,207395,207898,76440,76962,158455,159019,44114,0,641373,0,47757,0,173959,0,110084,0
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Lexer-L1178_L1183,179560,180086,129106,129590,149786,150327,39615,0,637606,0,56267,56548,263927,264189,39324,0
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L341_L349,184919,185386,69681,70186,124902,125462,46185,49436,636203,0,53472,53746,192761,0,97503,0
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L352_L362,195382,195878,68824,69351,127036,127575,45505,48850,636156,0,56347,56621,192765,0,97116,0
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Matcher-L434_L442,183542,184043,70482,70976,126234,126746,46856,50110,636700,0,204274,204566,212434,212697,97767,0
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer-L2517_L2525,34063,0,73494,73991,126469,126988,47205,50721,1116367,1116948,65593,65857,37114,0,100725,0
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint-L737_L778,33236,0,83909,84461,125555,126059,52002,55552,1059232,1059802,62500,62883,36213,0,102501,0
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint-L904_L912,33262,0,183182,183689,107811,108320,61176,64967,1089462,1089988,43827,0,38979,0,105814,0
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorCodesPanel-L102_L108,170484,0,181699,0,106660,0,40376,0,814386,0,43679,0,173278,0,104004,0
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider-L121_L131,167878,0,117174,0,100681,0,35937,0,804986,0,43795,0,178680,0,105645,0
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-FontHandler-L129_L132,140117,0,69120,69641,120560,121071,36125,0,634003,0,46494,0,162317,0,96351,0
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeAgreementGUI-L291_L295,197598,198098,70460,70957,105918,106408,38183,0,636188,0,49706,0,169129,0,96153,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper-L928_L935,219468,220025,188097,0,111583,0,45543,0,118688,0,51578,0,174243,0,102612,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator-L745_L745,209312,209860,71712,0,108033,0,46164,0,328468,0,59529,0,203373,0,128559,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-GodHandableAction-L418_L421,201576,202081,186142,0,104857,0,45000,0,109564,0,50462,0,175186,0,101098,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-JsonUnifiedTextReadingFilter-L45_L52,192880,193396,80957,0,105743,0,38541,0,134606,0,74870,75156,176843,0,115055,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-MDCHook-L95_L98,194252,194815,190890,0,106923,0,39032,0,240687,0,49922,0,207258,207588,107684,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RequestLoggingFilter-L751_L754,188790,189355,189418,0,110098,0,51252,0,140115,0,69078,0,194179,0,140108,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RestfulStructuredMethodVerifier-L423_L423,196033,196587,70745,0,105011,0,53935,59013,112629,0,58330,0,179728,0,108615,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-SimpleAsyncManager-L733_L736,201762,202390,187182,0,106894,0,44287,0,293619,0,50257,0,367367,0,103614,0
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-ConnectionInfo-L507_L508,130805,0,227270,0,108107,108620,40371,0,1014134,1014650,60013,60283,203593,203895,106331,0
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-FunctionNode-L105_L109,191643,192139,70176,70671,106441,106960,38934,0,963054,963558,103999,104270,224263,224540,102036,0
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-SelectPlan-L292_L298,181740,182244,203487,203975,181854,182367,35992,0,1004265,1004781,110846,111149,198493,198755,97636,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-LettuceExtension-L220_L228,588874,0,576917,577427,1992094,0,133314,0,197698,0,151284,0,601478,0,189518,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisChannelHandler-L183_L190,110487,0,376321,376892,223295,223811,105826,0,355128,0,181511,181784,138319,0,184115,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient-L1016_L1024,307234,307743,313143,313658,219965,220465,106175,0,194740,0,167974,0,305871,0,202432,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisClusterClient-L997_L1004,312700,313203,322858,323351,219441,219955,106100,0,199061,0,149545,0,289289,0,183551,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-RedisURI-L926_L930,112372,0,289725,290257,228184,228705,134162,0,254984,0,236865,237157,161327,0,211452,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl-L189_L191,312759,313281,195970,196481,218619,219134,132884,0,454027,0,153454,0,140433,0,188306,0
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl-L220_L225,117567,0,1109723,1110244,196196,0,112280,0,208383,0,159600,0,145461,0,191067,0
loehndorf-scengen-5e11067f76f5631a31b75f823cd3666a769b098f-Generator-L186_L195,235732,236245,108857,0,103505,0,40576,0,637294,0,53082,53349,175011,0,99780,0
logpresso-CVE-2021-44228-Scanner-35c37dd6941d6b77d103229302cadd473b97a816-Configuration-L348_L364,168300,168785,178713,179194,116124,116662,32723,0,1161160,1161648,35095,0,180253,180518,97839,0
lzgabel-camunda-cloud-bpmn-converter-5a301723aa17c90a090c235f91d5491a1f7c249f-IntermediateCatchEventProcessor-L48_L61,182837,183313,188992,189497,119087,119596,42900,0,1263494,1263976,55140,55420,171242,0,104575,0
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapCanvas-L5412_L5414,209822,210322,203141,203631,191841,192349,38077,0,640472,0,45843,0,175229,0,41405,0
magdel-MapNav-97c4f93f02a56aa1ce2b2ffc8d0cd41ed150e9b3-MapForms-L1022_L1049,202253,202849,200006,200533,103484,0,39362,0,641651,0,47674,0,47905,0,104756,0
mangstadt-biweekly-5baf97e7f64d1daf0c4f6277b3600021be28303e-RecurrenceIteratorFactory-L232_L233,190588,191086,208590,209082,112424,112931,44186,0,643627,0,59186,59456,171118,0,101675,0
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller2-L26_L34,178237,178732,187197,187697,1903506,0,35842,0,824241,824755,42226,0,166237,0,97759,0
MarkShen1992-Mashibing_High_Concurrency-f408144caf72de0391f6e271eec6b92021ab1ca4-TicketSeller4-L26_L33,177443,177957,181121,181647,1903535,0,35075,0,790632,0,41654,0,164840,0,96955,0
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker-L408_L417,43305,0,199267,199776,112327,112883,44713,0,720232,720826,50198,0,47955,0,109412,0
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-Linker-L430_L442,193821,194367,201506,202003,1378241,1378808,40068,0,714066,714596,50326,0,48025,0,110180,0
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarCompileMojo-L352_L362,195975,196532,202390,202898,1908864,0,44660,0,729432,729959,50745,0,47879,0,104886,0
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo-L708_L718,195078,195603,198289,198824,115197,115716,45085,0,490348,0,54443,0,52273,0,107251,0
maven-nar-nar-maven-plugin-e747b5ee080b243e0b817f722a43c9c203bb4df8-NarIntegrationTestMojo-L952_L955,194909,195428,89904,90449,1908324,0,45393,0,590636,0,50787,0,48316,0,103737,0
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L118_L138,196378,196949,189281,189773,140963,141461,39705,0,956648,957173,49302,0,392527,0,110713,0
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L1699_L1708,199776,200274,184175,184713,170108,170652,39306,0,930661,931207,44252,0,380361,0,104306,0
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L1710_L1725,203399,203908,192823,193337,146605,147159,39226,0,888699,889214,45041,0,413726,0,105436,0
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L238_L255,208315,208824,186112,186635,140683,141190,39883,0,814274,814783,49654,0,376146,0,121689,121948
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L3109_L3123,191469,191980,86756,87318,170806,171327,36831,0,904401,904927,45068,0,395559,0,108024,0
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour-L4177_L4190,188521,189053,194562,195104,159583,160115,37763,0,932397,932919,43254,0,321898,0,103434,0
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L161_L168,369047,369560,266594,267094,363231,363769,101807,0,943068,943579,139511,0,373661,373989,1412525,1412805
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L415_L417,303985,304470,215690,216173,319211,319697,100207,0,862330,862878,138559,0,1029381,1029670,404071,404372
mimno-Mallet-ff204eb8aa7f414e779f37843fb68b3e1fdc7015-SVD-L69_L78,372922,373392,247109,247604,342791,343333,100582,0,806029,0,137883,0,399284,399578,1395055,1395334
mjsalerno-UnoBot-4ee2ef9abe11a299a434f9ea998b6dddd8a4b0aa-UnoBot-L576_L587,173189,173699,106676,107161,675494,675995,33645,0,588843,0,35909,0,198013,0,97611,0
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-CalcFileWriter-L608_L620,205661,206195,89127,89719,142789,143306,40980,0,127588,0,63682,63977,72780,0,103555,0
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-ExcelFileWriter-L483_L495,207086,207634,89564,90098,143005,143601,41176,0,109667,0,63630,63906,220554,0,103517,0
monkeymq-jgossip-4bfc8e791381f70d62ea4ad6d8ae952da840dd0d-UDPMsgService-L97_L101,174144,174736,184797,185348,100243,100725,31221,0,1110136,1110703,39254,0,36517,0,100826,0
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1212_L1220,193073,193618,194464,195013,195088,195611,49911,0,131985,0,61029,0,221870,0,115819,0
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1833_L1842,202642,203135,195645,196145,274703,275293,49694,0,143916,0,119402,119664,221372,0,115433,0
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer-L1991_L1996,207224,207704,200366,200862,276073,276612,43448,0,199285,0,79936,80232,222582,0,120142,0
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-PKCS8Key-L659_L695,179150,179702,179778,0,97345,0,37347,0,1253059,1253549,64664,65000,195579,0,107767,0
Neop-mudmap2-070650853bc37663525f0d62fb54a029e364eafd-WorldFileJSON-L347_L362,176177,176662,177929,178459,103458,103964,37325,0,1015794,1016344,46543,46819,190076,190359,101251,0
nothingax-micro-DB-1bbae368f7670f94130606fa65bcbc8ccbb89b98-Aggregate-L74_L81,167792,168306,67559,68072,125734,126224,32476,0,1231226,1231739,55313,55582,163602,0,101549,0
OpenLiberty-ci.common-b48d061d33b28b6dd5d48f52f25e032e3fc45614-DevUtil-L4311_L4320,158404,0,279612,280141,130043,130543,34260,0,999466,1000009,42756,0,154059,0,96749,0
openskynetwork-java-adsb-7d73726841d98357da360ea631bbe12d3def86cc-ModeSDecoder-L146_L152,164549,165040,178346,178825,99445,99953,29568,0,1247083,1247669,41124,41400,169461,0,100785,0
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer-L342_L350,169067,169561,187951,188465,108821,109321,41103,44141,982473,982979,42875,43164,182891,183162,94032,0
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer-L353_L362,170571,171068,184576,185082,108971,109461,41262,44370,1101940,1102446,43724,43997,183095,183356,94553,0
package-url-packageurl-java-47351deccffb9394df42b913f59ffc00741af0b6-PackageURL-L419_L422,173758,174250,181846,182338,104098,104596,33557,0,1253784,1254275,51979,52255,184585,184853,101102,0
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerKnownPosition-L88_L102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPool-L77_L91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPrintSeeds-L97_L111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peterbencze-serritor-158939359c0b0608686afd34bba582c9157dd362-WebDriverFactory-L96_L104,227896,228375,199402,199950,99087,0,35142,0,809539,0,43079,0,192599,0,97367,0
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas-L767_L774,193968,194502,187205,187715,134189,134726,36192,0,227305,0,70389,70654,242702,0,39339,0
pfmiles-min-velocity-4e8ec4f64681c1d6941bf8d90a51849e87b86cf5-ParserTokenManager-L4456_L4460,184420,184927,69293,69801,106408,106893,38022,0,971541,0,40759,0,201801,0,101015,0
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector-L418_L424,168502,168981,66628,67129,114607,115106,33277,0,235898,0,35328,0,172968,0,95322,0
pingcap-tidb-loadbalance-b1d62a4561fee7c525ae4c640a10f55c4702755b-StringInspector-L453_L463,171471,171999,187912,188455,113610,114096,39614,42602,96362,0,35877,0,173277,0,95795,0
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener-L40_L45,193472,193949,198460,198938,115565,116055,45218,0,842525,843099,49838,0,346625,0,102228,0
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-FileProcessListener-L54_L59,197735,198233,199934,200444,116599,117085,45653,0,807018,807529,50035,0,323126,0,103157,0
PlayPen-playpen-core-dd867086481d93a439cb0270eaa7272bacf75493-Network-L376_L383,194964,195463,128661,129167,117892,118394,42759,0,851415,851904,53842,0,51295,0,105717,0
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-ExpressionParser-L173_L189,209294,209802,186740,187294,163352,163837,36088,0,1047865,1048378,57454,57724,188785,0,106071,0
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-CmdAddGroupBy-L26_L28,172841,173334,184015,184510,102242,102790,35888,0,857875,858388,43343,0,174031,174312,100560,0
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-LogBuilder-L656_L663,170780,171293,68573,69076,103341,103822,36783,0,886870,887368,85777,86031,690976,691259,232408,232697
